code,name,lat,long,tambon,amphoe,province,basin,region,left_bank,right_bank,ground_level,rid_critical_level
BKK009,คลองลำปลาทิว ลาดกระบัง,13.740640,100.794770,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,0.6228,1.188,-3.171,
BKK012,คลองสำโรง บางเสาธง,13.589267,100.802235,บางเสาธง,บางเสาธง,สมุทรปราการ,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,1.782,0.646,-2.678,
BKK016,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว),13.83822,100.96671,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,ฉะเชิงเทรา,แม่น้ำในกรุงเทพและปริมณฑล,ภาคตะวันออก,1.387,1.237,-2.43,
BKK020,คลองลาดพร้าว ปากคลอง2สายใต้,13.93181,100.63953,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,4.4571,4.6521,,
CHN002,เขาคิชฌกูฏ,12.793900,102.113,ชากไทย,เขาคิชฌกูฏ,จันทบุรี,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,16.862,16.619,10.019,
PIN006,เมืองกำแพงเพชร (P7A),16.477605,99.517644,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,ภาคเหนือ,78.69,78.74,71.5,
CHR003,แม่จัน,20.15759,99.85955,แม่จัน,แม่จัน,เชียงราย,แม่น้ำโขง,ภาคเหนือ,411.658,411.532,405.604,
NKO001,ทุ่งสง,8.17496,99.67879,ปากแพรก,ทุ่งสง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,ภาคใต้,53.993,54.54,49.18,
SKG001,สว่างอารมณ์,15.585840,99.865650,สว่างอารมณ์,สว่างอารมณ์,อุทัยธานี,แม่น้ำสะแกกรัง,ภาคเหนือ,36.93,35.896,29.3,
SLA007,บางกล่ำ,7.079451,100.427841,ท่าช้าง,บางกล่ำ,สงขลา,ทะเลสาบสงขลา,ภาคใต้,1.038,1.038,-1.91,
BKK002,คลองเปรมประชากร หลักหก,13.965630,100.602580,หลักหก,เมืองปทุมธานี,ปทุมธานี,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,1.575,1.292,-1.372,
BKK006,คลองมหาชัย วัดพันท้ายนรสิงห์,13.581820,100.365860,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำในกรุงเทพและปริมณฑล,ภาคกลาง,1.924,1.084,-5.328,
BKK007,คลองอ้อมนนท์ บางใหญ่ (ถนนบางกรวย-ไทรน้อย),13.871010,100.436280,บางม่วง,บางใหญ่,นนทบุรี,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,1.592,1.738,-3.274,
BKK017,คลองจระเข้ใหญ่ บางเสาธง (วัดศรีวารีน้อย),13.66962,100.80054,ศีรษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ,แม่น้ำในกรุงเทพและปริมณฑล,กรุงเทพและปริมณฑล,,,,
WEI141,เหนือฝายชุมพวง,15.38688,102.71897,ชุมพวง,ชุมพวง,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI122,ท้ายฝายยางบ้านตะลุง,15.29309,103.54178,หนองเรือ,ชุมพลบุรี,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI052,ท้านฝายมหาสารคาม,16.36915,102.94787,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI101,เหนือฝายหัวนา,15.13304,104.70403,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI011,เหนือฝายยางกะฮาด,15.63953,102.04035,กะฮาด,เนินสง่า,ชัยภูมิ,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI091,เหนือฝายธาตุน้อย,15.31205,104.45617,สหธาตุ,เขื่องใน,อุบลราชธานี,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI142,ท้ายฝายชุมพวง,15.38688,102.71897,ชุมพวง,ชุมพวง,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI102,ท้ายฝายหัวนา,15.13304,104.70403,หนองแก้ว,กันทรารมย์,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI012,ท้ายฝายยางกะฮาด,15.63953,102.04035,กะฮาด,เนินสง่า,ชัยภูมิ,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI031,เหนือฝายชนบท,16.07473,102.49362,โนนพะยอม,ชนบท,ขอนแก่น,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI022,ท้ายฝายยางแก้งสนามนาง,15.79090,102.30473,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI062,ท้ายฝายวังยาง,16.20000,103.47325,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI151,เหนือฝายพิมาย,15.22879,102.50182,ในเมือง,พิมาย,นครราชสีมา,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI071,เหนือฝายร้อยเอ็ด,16.17250,103.78944,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI072,ท้ายฝายร้อยเอ็ด,16.17250,103.78944,พระธาตุ,เชียงขวัญ,ร้อยเอ็ด,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI092,ท้ายฝายธาตุน้อย,15.31205,104.45617,สหธาตุ,เขื่องใน,อุบลราชธานี,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI032,ท้ายฝายชนบท,16.07473,102.49362,โนนพะยอม,ชนบท,ขอนแก่น,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI041,เหนือฝายหนองหวาย,16.72653,102.80362,น้ำพอง,น้ำพอง,ขอนแก่น,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI051,เหนือฝายมหาสารคาม,16.36915,102.94787,หนองบัว,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI112,ท้ายฝายราษีไศล,15.34330,104.09820,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI061,เหนือฝายวังยาง,16.20000,103.47325,ลำชี,ฆ้องชัย,กาฬสินธุ์,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI132,ท้ายฝายยางบ้านเขว้า,15.41190,103.10326,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI121,เหนือฝายยางบ้านตะลุง,15.29309,103.54178,หนองเรือ,ชุมพลบุรี,สุรินทร์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI111,เหนือฝายราษีไศล,15.34330,104.09820,บัวหุ่ง,ราษีไศล,ศรีสะเกษ,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI131,เหนือฝายยางบ้านเขว้า,15.41190,103.10326,ปะเคียบ,คูเมือง,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
WEI021,เหนือฝายยางแก้งสนามนาง,15.79090,102.30473,โนนสำราญ,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
WEI081,เหนือฝายยโสธร,15.73199,104.13278,แสนสุข,พนมไพร,ร้อยเอ็ด,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,,,,
DNP004,สะพานน้ำเงิน,19.22890,100.32600,ออย,ปง,พะเยา,แม่น้ำยม,ภาคเหนือ,313.952,313.08,309.6,
DNP024,สะพานแม่คำมี,18.37017,100.39559,ไผ่โทน,ร้องกวาง,แพร่,แม่น้ำยม,ภาคเหนือ,243.03,244.1,240.6,
DNP006,สะพานบ้านขุนควร,19.15033,100.38987,ควร,ปง,พะเยา,แม่น้ำยม,ภาคเหนือ,319.66,319.09,315.92,
DNP032,สะพานบ้านตึก,17.58679,99.87724,บ้านตึก,ศรีสัชนาลัย,สุโขทัย,แม่น้ำยม,ภาคเหนือ,84.89,87.08,80,
DNP022,สถานีโทรมาตรฯ สะพานน้ำแม่จั้วะ,19.020065,100.264243,สระ,เชียงม่วน,พะเยา,แม่น้ำยม,ภาคเหนือ,275.255,276.795,263.61,
DNP019,สะพานน้ำแม่สิน,17.797853,99.787411,นาพูน,วังชิ้น,แพร่,แม่น้ำยม,ภาคเหนือ,119.16,121.16,113.24,
DNP026,สะพานน้ำแม่ต้า,18.15877,99.94369,ต้าผามอก,ลอง,แพร่,แม่น้ำยม,ภาคเหนือ,159.13,160.18,151.8,
DNP027,สะพานแม่แคม,18.13054,100.21721,สวนเขื่อน,เมืองแพร่,แพร่,แม่น้ำยม,ภาคเหนือ,258.97,258.27,,
SKG006,ศาลเจ้าไก่ต่อ (TSK.2),15.78585,99.67840,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,,,,
SKG005,สะพานแม่วงก์,15.90197,99.47050,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,ภาคเหนือ,,,,
SKG004,สะพานแม่เลย์,15.84168,99.41810,แม่เล่ย์,แม่วงก์,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,,,,
SKG003,สะพานต้นน้ำ (เกาะแก้ว-ตลิ่งสูง),15.91436,99.41930,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,ภาคเหนือ,,,102.34,
SKG007,คลองกลาง,15.78329,99.65320,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,แม่น้ำสะแกกรัง,ภาคเหนือ,,,,
TNG004,ปะเหลียน,7.37193,99.67730,ท่าพญา,ปะเหลียน,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,5.407,4.699,-0.766,
TNG005,วังวิเศษ,7.66889,99.45928,เขาวิเศษ,วังวิเศษ,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,11.857,11.604,8.592,
KRN004,ลิ่นถิ่น,14.53566,98.78765,ไทรโยค,ไทรโยค,กาญจนบุรี,แม่น้ำแม่กลอง,ภาคกลาง,70.524,72.886,,
PRN002,หัวหิน,12.50846,99.84206,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,32.162,31.776,28.287,
STU003,มะนัง,6.94082,99.87296,นิคมพัฒนา,มะนัง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,12.884,13.184,6.144,
PCH003,ท่ายาง,12.81346,99.79404,กลัดหลวง,ท่ายาง,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,26.09,26.6,21.835,
STU004,ควนกาหลง,6.92839,99.93607,อุใดเจริญ,ควนกาหลง,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,28.887,26.037,19.632,
BSP002,คลองขนาน,11.24064,99.43523,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,16.475,16.765,10.959,
TNG006,รัษฎา,7.96412,99.59776,ควนเมา,รัษฎา,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,25.605,24.445,17.1,
KRN003,วังด้ง,14.13691,99.38306,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,แม่น้ำแม่กลอง,ภาคกลาง,41.089,40.383,,
TNG003,คลองนางน้อย,7.56816,99.65108,นาโยงใต้,เมืองตรัง,ตรัง,ภาคใต้ฝั่งตะวันตก,ภาคใต้,16.821,16.964,14.423,
NKO004,ทุ่งใหญ่,8.41452,99.24983,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช,,ภาคใต้,16.24,16.56,9.62,
TPI006,พระแสง,8.53743,99.18084,ไทรขึง,พระแสง,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,11.217,12.312,4.848,
NKO003,ถ้ำพรรณรา,8.39126,99.39515,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,,ภาคใต้,20.854,21.854,10.436,
STU002,ละงู,6.88579,99.80436,ละงู,ละงู,สตูล,ภาคใต้ฝั่งตะวันตก,ภาคใต้,2.033,3.023,-1.172,
VLGE16,ชุมชนลีเล็ด,9.191722,99.253826,ลีเล็ด,พุนพิน,สุราษฎร์ธานี,แม่น้ำตาปี,ภาคใต้,,,,
VLGE42,ชุมชนบ้านควน 2,6.576333,101.19905,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,ภาคใต้,,,,
VLGE40,บ้านทับคริสต์,8.72682,98.81715,คลองชะอุ่น,พนม,สุราษฎร์ธานี,,ภาคใต้,,,,
VLGE13,ชุมแสงสงคราม,16.8586,100.06,ชุมแสงสงคราม,บางระกำ,พิษณุโลก,แม่น้ำยม,ภาคเหนือ,,,,
VLGE29,ชุมชนบ้านท่าด่าน,6.83216,101.20700,ดอนรัก,หนองจิก,ปัตตานี,แม่น้ำปัตตานี,ภาคใต้,,,,
VLGE20,ศาลาดิน,13.80783,100.27413,มหาสวัสดิ์,พุทธมณฑล,นครปฐม,,ภาคกลาง,,,,
VLGE41,ชุมชนบ้านควน 1,6.576905,101.16948,พร่อน,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,ภาคใต้,,,,
VLGE26,ชุมชนประแส,12.72578,101.694888,ปากน้ำกระแส,แกลง,ระยอง,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,,,,
VLGE12,นครป่าหมาก,16.6233,100.37,นครป่าหมาก,บางกระทุ่ม,พิษณุโลก,แม่น้ำยม,ภาคเหนือ,,,,
VLGE19,วัดบ้านดงผาปูน,19.07310,101.19880,บ่อเกลือใต้,บ่อเกลือ,น่าน,แม่น้ำน่าน,ภาคเหนือ,,,,
TB0002,สะพานสองแคว,18.86410,100.64100,สะเนียน,เมืองน่าน,น่าน,,ภาคเหนือ,,,,
TB0001,บ้านกาใส,18.86570,100.67600,สะเนียน,เมืองน่าน,น่าน,,ภาคเหนือ,,,,
TBW021,สะพานมิตรภาพรับร่อ-หินแก้ว,10.60740,99.09530,รับร่อ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,15.671,16.701,6.483,
TBW031,ห้วยลำโพง,15.80620,104.32800,ศรีฐาน,ป่าติ้ว,ยโสธร,,ภาคตะวันออกเฉียงเหนือ,127.841,129.678,,
TBW025,คลองปาว,16.25920,103.69040,เหล่าอ้อย,ร่องคำ,กาฬสินธุ์,,ภาคตะวันออกเฉียงเหนือ,134.124,133.249,,
TBW026,ห้วยยัง,16.60350,103.96230,ไค้นุ่น,ห้วยผึ้ง,กาฬสินธุ์,,ภาคตะวันออกเฉียงเหนือ,162.184,162.953,,
TB0006,เทศบาลตำบลทุ่งสะโตก,18.57384,98.86221,ทุ่งสะโตก,สันป่าตอง,เชียงใหม่,,ภาคเหนือ,,,,
TBW030,ลำน้ำพุง,16.99660,104.17350,เต่างอย,เต่างอย,สกลนคร,,ภาคตะวันออกเฉียงเหนือ,175.894,175.646,,
TBW033,ลำเซบาย,16.19540,104.52550,สวาท,เลิงนกทา,ยโสธร,,ภาคตะวันออกเฉียงเหนือ,146.637,144.663,,
TB0003,สะพานข้ามลำเซบก,15.50380,104.96600,ท่าเมือง,ดอนมดแดง,อุบลราชธานี,,ภาคตะวันออกเฉียงเหนือ,,,,
TBW027,ลำน้ำอูน,17.32280,103.97900,สว่าง,พรรณานิคม,สกลนคร,,ภาคตะวันออกเฉียงเหนือ,154.846,157.343,,
TBW032,ลำน้ำก่ำ,17.03060,104.41470,หนองบ่อ,นาแก,นครพนม,,ภาคตะวันออกเฉียงเหนือ,152.375,154.547,,
TB0005,อบต.เจริญธรรม,14.37820,101.00100,เจริญธรรม,วิหารแดง,สระบุรี,,ภาคกลาง,,,,
TBW028,ลำน้ำยาม,17.59970,103.98090,อากาศ,อากาศอำนวย,สกลนคร,,ภาคตะวันออกเฉียงเหนือ,147.639,149.486,,
TBW020,สะพานข้ามคลองคดศอก,10.75560,99.17950,หงษ์เจริญ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,21.328,21.585,18.304,
TBW008,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2,18.88350,99.08170,เมืองเล็น,สันทราย,เชียงใหม่,แม่น้ำปิง,ภาคเหนือ,322.227,322.39,318.75,
TBW018,อ่างเก็บน้ำคูขาด,14.55990,102.95150,ประทัดบุ,ประโคนชัย,บุรีรัมย์,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,,,,
TBW029,ลำน้ำยัง,16.32060,104.02240,แวง,โพนทอง,ร้อยเอ็ด,,ภาคตะวันออกเฉียงเหนือ,142.177,144.318,,
TBW009,อ่างเก็บน้ำแม่เกี๋ยง,18.43270,99.49820,บ้านเอื้อม,เมืองลำปาง,ลำปาง,แม่น้ำวัง,ภาคเหนือ,,,,
TBW014,สะพานข้ามคลองเกรียงไกร,15.84310,100.21140,บางเคียน,ชุมแสง,นครสวรรค์,แม่น้ำเจ้าพระยา,ภาคเหนือ,23.301,25.111,17.318,
TB0004,คลองแม่น้ำใน,14.30010,100.94200,หนองหมู,วิหารแดง,สระบุรี,,ภาคกลาง,,,,
RAY003,ทับมา,12.73794,101.22841,ทับมา,เมืองระยอง,ระยอง,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,11.482,12.266,,
CHN005,นายายอาม,12.72249,101.95608,วังใหม่,นายายอาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,7.2559,4.2759,,
CHN004,แก่งหางแมว,12.98686,101.89969,แก่งหางแมว,แก่งหางแมว,จันทบุรี,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,26.6001,24.9611,,
TRD003,วังกระแจะ,12.26253,102.52694,วังกระแจะ,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,1.23,1.49,,
TRD002,ห้วยแร้ง,12.36934,102.54339,ห้วยแร้ง,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,3.558,11.076,,
TON002,โป่งน้ำร้อน,13.03652,102.38159,หนองตาคง,โป่งน้ำร้อน,จันทบุรี,โตนเลสาป,ภาคตะวันออก,109.859,107.255,,
RAY004,บ้านค่าย,12.70687,101.30030,ตาขัน,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,5.191,3.333,,
PRC004,ประจันตคาม (KGT7A),14.07069,101.51907,ประจันตคาม,ประจันตคาม,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคตะวันออก,6.8545,6.6625,,
TON001,ตาพระยา,14.05120,102.88532,ทัพเสด็จ,ตาพระยา,สระแก้ว,โตนเลสาป,ภาคตะวันออก,59.0445,58.9445,,
TRD004,บางพระ,12.23814,102.50971,บางพระ,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,1.244,2.454,,
PRC005,ศรีมหาโพธิ (KGT6),13.97306,101.51726,บ้านทาม,ศรีมหาโพธิ,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคตะวันออก,7.5808,7.9828,,
RAY002,หนองบัว,12.84922,101.30134,หนองบัว,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,ภาคตะวันออก,17.008,15.967,,
HDA004,คลองช่องสะเดา,14.34478,100.67011,อุทัย,อุทัย,พระนครศรีอยุธยา,,กรุงเทพและปริมณฑล,3.33,3.027,0.727,
HDA005,วัดขนอนใต้,14.28832,100.61132,บ้านกรด,บางปะอิน,พระนครศรีอยุธยา,,กรุงเทพและปริมณฑล,2.613,2.537,-1.967,
